country,lead_time,parking_spaces,hotel,y_pred,y_pred_proba,timestamp
FRA,30,0,City Hotel,0,0.2779955930516886,2017-03-23
BRA,39,0,City Hotel,0,0.4388515980072245,2017-03-23
GBR,214,0,Resort Hotel,0,0.029827898162342666,2017-03-23
GBR,214,0,Resort Hotel,0,0.029827898162342666,2017-03-23
GBR,214,0,Resort Hotel,0,0.029827898162342666,2017-03-23
GBR,65,0,City Hotel,0,0.2364705639248144,2017-03-23
GBR,214,0,Resort Hotel,0,0.029827898162342666,2017-03-23
GBR,214,0,Resort Hotel,0,0.029827898162342666,2017-03-23
GBR,214,0,Resort Hotel,0,0.029827898162342666,2017-03-23
FRA,116,0,City Hotel,0,0.2949245512062738,2017-03-23
AUS,0,0,City Hotel,0,0.12000524898411119,2017-03-23
ESP,16,0,Resort Hotel,0,0.08059571331767551,2017-03-23
NLD,77,0,City Hotel,0,0.0754608694493127,2017-03-24
FRA,38,0,City Hotel,0,0.27506021935924946,2017-03-24
FRA,42,0,City Hotel,0,0.27506021935924946,2017-03-24
DEU,14,0,City Hotel,0,0.13560325690239586,2017-03-24
FRA,93,0,City Hotel,0,0.18937229866791463,2017-03-24
FRA,142,0,City Hotel,0,0.13157986062002142,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
FRA,84,0,City Hotel,0,0.22788247892344035,2017-03-24
FRA,146,0,City Hotel,0,0.14665961389155507,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
FIN,43,0,City Hotel,0,0.04537693205207188,2017-03-24
RUS,152,0,City Hotel,0,0.34618752288252697,2017-03-24
HUN,34,0,City Hotel,0,0.09930119671642458,2017-03-24
IRL,71,0,City Hotel,0,0.088887058946935,2017-03-24
NLD,55,1,City Hotel,0,0.006165750017741487,2017-03-24
FRA,67,0,City Hotel,0,0.24180963981424305,2017-03-24
ESP,81,0,City Hotel,0,0.09417472160872421,2017-03-24
FRA,33,0,City Hotel,0,0.2779955930516886,2017-03-24
GBR,79,0,City Hotel,0,0.19413911771134174,2017-03-24
GBR,4,0,City Hotel,0,0.2836507306030162,2017-03-24
BRA,0,0,City Hotel,0,0.38414925939055367,2017-03-24
BRA,0,0,City Hotel,0,0.38414925939055367,2017-03-24
BRA,32,0,City Hotel,0,0.4424680541712538,2017-03-24
HUN,62,0,City Hotel,0,0.0870237552281932,2017-03-24
BRA,46,0,City Hotel,0,0.4388515980072245,2017-03-24
ITA,65,0,City Hotel,0,0.21524423871947082,2017-03-24
PRT,2,1,City Hotel,0,0.01065897899809133,2017-03-24
AUS,211,0,City Hotel,0,0.011686633608960287,2017-03-24
NLD,74,0,City Hotel,0,0.0754608694493127,2017-03-24
DEU,95,0,City Hotel,0,0.052541715557134015,2017-03-24
PRT,35,0,City Hotel,1,0.6810845009031028,2017-03-24
PRT,4,0,City Hotel,1,0.7294953430180765,2017-03-24
GBR,124,0,City Hotel,0,0.10195031435959266,2017-03-24
PRT,160,0,City Hotel,1,0.6360304992948599,2017-03-24
FRA,90,0,City Hotel,0,0.18937229866791463,2017-03-24
IRL,79,0,City Hotel,0,0.088887058946935,2017-03-24
FRA,35,0,City Hotel,0,0.27506021935924946,2017-03-24
BEL,79,0,City Hotel,0,0.08706345563154971,2017-03-24
BEL,79,0,City Hotel,0,0.08706345563154971,2017-03-24
DEU,186,0,City Hotel,0,0.02361643549576232,2017-03-24
BEL,79,0,City Hotel,0,0.08706345563154971,2017-03-24
FRA,78,0,City Hotel,0,0.22788247892344035,2017-03-24
CHE,130,0,City Hotel,0,0.13663072374606772,2017-03-24
PRT,1,1,Resort Hotel,0,0.010662235813697763,2017-03-24
FRA,4,0,City Hotel,0,0.2880963199581597,2017-03-24
FRA,35,0,City Hotel,0,0.27506021935924946,2017-03-24
CHE,73,0,Resort Hotel,0,0.14590889309720276,2017-03-24
IRL,139,0,Resort Hotel,0,0.014515868339819007,2017-03-24
ESP,53,1,Resort Hotel,0,0.003786889694699465,2017-03-24
GBR,75,0,Resort Hotel,0,0.0531771612948068,2017-03-24
CN,34,0,City Hotel,0,0.04537693205207188,2017-03-24
GBR,146,0,Resort Hotel,0,0.029145694938298283,2017-03-24
ESP,43,0,Resort Hotel,0,0.07951514521127646,2017-03-24
ESP,13,1,Resort Hotel,0,0.003786889694699465,2017-03-24
GBR,149,0,Resort Hotel,0,0.029145694938298283,2017-03-24
IRL,214,0,Resort Hotel,0,0.016823147295991242,2017-03-24
ESP,43,1,Resort Hotel,0,0.003786889694699465,2017-03-24
IRL,10,0,Resort Hotel,0,0.07314777567370945,2017-03-24
PRT,3,0,Resort Hotel,1,0.6444032368520228,2017-03-24
IRL,10,0,Resort Hotel,0,0.07314777567370945,2017-03-24
PRT,3,0,Resort Hotel,1,0.6444032368520228,2017-03-24
ESP,43,1,Resort Hotel,0,0.003786889694699465,2017-03-24
FRA,66,0,Resort Hotel,0,0.11229088875076389,2017-03-24
BRA,78,0,City Hotel,0,0.35888843769820283,2017-03-24
IRL,214,0,Resort Hotel,0,0.016823147295991242,2017-03-24
DEU,157,0,Resort Hotel,0,0.020548712464460304,2017-03-24
PRT,12,0,Resort Hotel,1,0.6100773219243502,2017-03-24
BRA,78,0,City Hotel,0,0.35888843769820283,2017-03-24
PRT,1,0,City Hotel,1,0.8422956635560859,2017-03-24
NLD,48,1,Resort Hotel,0,0.002704824832341882,2017-03-24
BRA,78,0,City Hotel,0,0.35888843769820283,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
PRT,9,1,Resort Hotel,0,0.0061562449796288,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
FRA,35,0,City Hotel,0,0.27506021935924946,2017-03-24
NOR,62,0,Resort Hotel,0,0.02046282474110565,2017-03-24
IRL,214,0,Resort Hotel,0,0.016823147295991242,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
ESP,149,1,Resort Hotel,0,0.0012208049819269157,2017-03-24
CN,152,1,Resort Hotel,0,0.0005158001499530859,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
IRL,214,0,Resort Hotel,0,0.016823147295991242,2017-03-24
IRL,226,0,Resort Hotel,0,0.016823147295991242,2017-03-24
GBR,141,0,Resort Hotel,0,0.025783804375582694,2017-03-24
GBR,140,0,Resort Hotel,0,0.025783804375582694,2017-03-24
PRT,12,0,Resort Hotel,1,0.6100773219243502,2017-03-24
LUX,166,0,Resort Hotel,0,0.14827594235193872,2017-03-24
DEU,26,0,Resort Hotel,0,0.07464962001204087,2017-03-24
GBR,226,0,Resort Hotel,0,0.029827898162342666,2017-03-24
NLD,0,0,City Hotel,0,0.21607976201695644,2017-03-25
AUT,48,0,City Hotel,0,0.04537693205207188,2017-03-25
PRT,6,0,Resort Hotel,1,0.6100773219243502,2017-03-25
PRT,9,0,City Hotel,1,0.7059967484226786,2017-03-25
FRA,15,0,City Hotel,0,0.2779955930516886,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
BRA,9,0,City Hotel,0,0.4394996822260939,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
FRA,60,0,City Hotel,0,0.27506021935924946,2017-03-25
PRT,35,0,City Hotel,1,0.6810845009031028,2017-03-25
BRA,88,0,City Hotel,0,0.28034369349274557,2017-03-25
ITA,42,0,City Hotel,0,0.22962329131655243,2017-03-25
SAU,39,0,City Hotel,1,0.9253495187035666,2017-03-25
SAU,19,0,City Hotel,1,0.9299714887225993,2017-03-25
PRT,11,0,Resort Hotel,1,0.6100773219243502,2017-03-25
CHE,34,0,City Hotel,0,0.30766083111555304,2017-03-25
GBR,39,0,City Hotel,0,0.257105370610523,2017-03-25
DEU,77,0,City Hotel,0,0.09417472160872421,2017-03-25
DEU,214,0,City Hotel,0,0.027989591651146693,2017-03-25
AUT,38,0,City Hotel,0,0.04537693205207188,2017-03-25
BEL,124,0,City Hotel,0,0.03193867865917044,2017-03-25
ITA,24,0,City Hotel,0,0.23222910491781568,2017-03-25
FRA,79,0,City Hotel,0,0.22788247892344035,2017-03-25
FRA,74,0,City Hotel,0,0.22788247892344035,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
DEU,117,0,City Hotel,0,0.06972936181339276,2017-03-25
POL,160,0,City Hotel,0,0.03919863898531555,2017-03-25
GBR,154,0,City Hotel,0,0.11408044204856682,2017-03-25
BEL,88,0,City Hotel,0,0.048406217412917334,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
FRA,60,0,City Hotel,0,0.27506021935924946,2017-03-25
DEU,68,0,City Hotel,0,0.10099917441563225,2017-03-25
FRA,60,0,City Hotel,0,0.27506021935924946,2017-03-25
BRA,132,0,City Hotel,0,0.20169644508248732,2017-03-25
FRA,69,0,City Hotel,0,0.22788247892344035,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
FRA,277,0,City Hotel,0,0.04341467356501483,2017-03-25
FRA,277,0,City Hotel,0,0.04341467356501483,2017-03-25
FRA,245,0,City Hotel,0,0.04341467356501483,2017-03-25
FRA,48,0,City Hotel,0,0.27506021935924946,2017-03-25
IRL,64,0,City Hotel,0,0.11144234903040745,2017-03-25
FRA,68,0,City Hotel,0,0.24180963981424305,2017-03-25
ITA,29,0,City Hotel,0,0.23222910491781568,2017-03-25
DEU,73,0,City Hotel,0,0.09417472160872421,2017-03-25
ITA,42,0,City Hotel,0,0.22962329131655243,2017-03-25
DEU,56,0,City Hotel,0,0.13389259009391052,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
DEU,43,0,City Hotel,0,0.13389259009391052,2017-03-25
FRA,65,0,City Hotel,0,0.27506021935924946,2017-03-25
DEU,69,0,City Hotel,0,0.09417472160872421,2017-03-25
IRL,21,0,City Hotel,0,0.12831900631863996,2017-03-25
DEU,67,0,City Hotel,0,0.10099917441563225,2017-03-25
IRL,61,0,City Hotel,0,0.11144234903040745,2017-03-25
USA,112,0,City Hotel,0,0.22530223329847962,2017-03-25
FRA,35,0,City Hotel,0,0.27506021935924946,2017-03-25
BRA,82,0,City Hotel,0,0.35888843769820283,2017-03-25
FRA,36,0,City Hotel,0,0.27506021935924946,2017-03-25
FRA,70,0,City Hotel,0,0.22788247892344035,2017-03-25
GBR,76,0,City Hotel,0,0.19413911771134174,2017-03-25
BRA,184,0,City Hotel,0,0.12571873507921635,2017-03-25
BRA,184,0,City Hotel,0,0.12571873507921635,2017-03-25
BRA,184,0,City Hotel,0,0.12571873507921635,2017-03-25
DEU,80,1,City Hotel,0,0.0041844181354993735,2017-03-25
FRA,15,0,City Hotel,0,0.2779955930516886,2017-03-25
FRA,26,0,City Hotel,0,0.2779955930516886,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
BEL,28,0,City Hotel,0,0.12579811588380674,2017-03-25
GBR,40,0,Resort Hotel,0,0.07466011589811253,2017-03-25
PRT,23,0,Resort Hotel,1,0.5985133536906496,2017-03-25
ITA,29,0,City Hotel,0,0.23222910491781568,2017-03-25
DEU,222,0,Resort Hotel,0,0.021034048762269164,2017-03-25
CHE,44,0,Resort Hotel,0,0.18007384189652403,2017-03-25
PRT,124,0,Resort Hotel,1,0.5009440970575589,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
GBR,167,0,Resort Hotel,0,0.025174959896433556,2017-03-25
IRL,24,0,Resort Hotel,0,0.060367048829450994,2017-03-25
ITA,120,0,Resort Hotel,0,0.050285035719467644,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
DEU,64,0,Resort Hotel,0,0.06431084631222914,2017-03-25
ITA,120,0,Resort Hotel,0,0.050285035719467644,2017-03-25
POL,77,0,Resort Hotel,0,0.04007200706145045,2017-03-25
GBR,68,0,Resort Hotel,0,0.05721835500131987,2017-03-25
GBR,68,1,Resort Hotel,0,0.0024833349951957685,2017-03-25
GBR,74,0,Resort Hotel,0,0.0531771612948068,2017-03-25
NZL,27,1,Resort Hotel,0,0.0041089926561019945,2017-03-25
IRL,57,0,Resort Hotel,0,0.05954012831007675,2017-03-25
IRL,119,0,Resort Hotel,0,0.029782436005092755,2017-03-25
IRL,54,0,Resort Hotel,0,0.05954012831007675,2017-03-25
CN,206,0,City Hotel,0,0.0075347627132327415,2017-03-25
DEU,0,0,Resort Hotel,0,0.09965835251696689,2017-03-25
FRA,203,0,City Hotel,0,0.0924709429468493,2017-03-26
FRA,112,0,City Hotel,0,0.18937229866791463,2017-03-26
GBR,42,0,Resort Hotel,0,0.07466011589811253,2017-03-26
IRL,78,0,City Hotel,0,0.088887058946935,2017-03-26
FRA,2,0,City Hotel,0,0.3237537396614964,2017-03-26
FRA,77,0,City Hotel,0,0.22788247892344035,2017-03-26
DEU,123,0,City Hotel,0,0.03471863166360978,2017-03-26
CHE,63,0,City Hotel,0,0.30766083111555304,2017-03-26
ITA,306,1,City Hotel,0,0.0014843698327247532,2017-03-26
DEU,110,0,City Hotel,0,0.052541715557134015,2017-03-26
DEU,134,0,City Hotel,0,0.03471863166360978,2017-03-26
FRA,76,0,City Hotel,0,0.22788247892344035,2017-03-26
IRL,186,0,City Hotel,0,0.022193371253376743,2017-03-26
FRA,42,0,City Hotel,0,0.27506021935924946,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,10,0,City Hotel,0,0.22835951892978523,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,10,0,City Hotel,0,0.22835951892978523,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,10,0,City Hotel,0,0.22835951892978523,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,1,0,City Hotel,0,0.4422402800200855,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ITA,18,0,City Hotel,0,0.23222910491781568,2017-03-26
FRA,61,0,City Hotel,0,0.27506021935924946,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
PRT,2,0,City Hotel,1,0.7613576596355415,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
IRL,69,0,City Hotel,0,0.088887058946935,2017-03-26
PRT,1,0,City Hotel,1,0.8422956635560859,2017-03-26
IRL,73,0,City Hotel,0,0.088887058946935,2017-03-26
AUT,66,0,City Hotel,0,0.03947440501836839,2017-03-26
RUS,71,0,City Hotel,1,0.5102986581213905,2017-03-26
IRL,77,0,City Hotel,0,0.088887058946935,2017-03-26
IRL,45,0,City Hotel,0,0.12668676418418115,2017-03-26
GBR,88,0,City Hotel,0,0.1455385614544664,2017-03-26
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-26
PRT,3,0,Resort Hotel,1,0.6444032368520228,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
FRA,15,0,Resort Hotel,0,0.11376181447116367,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,4,0,City Hotel,0,0.2494488996491786,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
IRL,45,0,City Hotel,0,0.12668676418418115,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
ISR,4,0,City Hotel,0,0.2494488996491786,2017-03-26
DEU,24,0,City Hotel,0,0.13560325690239586,2017-03-26
RUS,237,0,City Hotel,0,0.10581421074955141,2017-03-26
ITA,72,0,City Hotel,0,0.17583751569025494,2017-03-26
FRA,45,0,City Hotel,0,0.27506021935924946,2017-03-26
FRA,52,0,Resort Hotel,0,0.11229088875076389,2017-03-26
FRA,29,0,City Hotel,0,0.2779955930516886,2017-03-26
TUR,89,0,City Hotel,1,0.5539984496735317,2017-03-26
IRL,89,0,City Hotel,0,0.04946398919890302,2017-03-26
IRL,250,0,Resort Hotel,0,0.006361220564844906,2017-03-26
DEU,111,0,City Hotel,0,0.052541715557134015,2017-03-26
PRT,6,0,City Hotel,1,0.7059967484226786,2017-03-26
NLD,122,0,Resort Hotel,0,0.011210670199045748,2017-03-26
FRA,76,0,City Hotel,0,0.22788247892344035,2017-03-26
PRT,7,1,Resort Hotel,0,0.0061562449796288,2017-03-26
FRA,15,0,Resort Hotel,0,0.11376181447116367,2017-03-26
FRA,15,0,Resort Hotel,0,0.11376181447116367,2017-03-26
ITA,72,0,City Hotel,0,0.17583751569025494,2017-03-26
FRA,52,0,Resort Hotel,0,0.11229088875076389,2017-03-26
IRL,229,0,Resort Hotel,0,0.016823147295991242,2017-03-26
PRT,3,0,Resort Hotel,1,0.6444032368520228,2017-03-26
GBR,90,0,Resort Hotel,0,0.03819242643154838,2017-03-26
ISR,158,0,City Hotel,0,0.08048294662838168,2017-03-26
GBR,57,0,City Hotel,0,0.2364705639248144,2017-03-26
PRT,6,0,Resort Hotel,1,0.6100773219243502,2017-03-26
PRT,10,0,Resort Hotel,1,0.6100773219243502,2017-03-26
DEU,43,0,City Hotel,0,0.13389259009391052,2017-03-26
CHE,83,0,City Hotel,0,0.2568728083404141,2017-03-26
GBR,90,1,Resort Hotel,0,0.0015838808953459419,2017-03-26
PRT,6,0,Resort Hotel,1,0.6100773219243502,2017-03-26
DEU,124,0,City Hotel,0,0.03471863166360978,2017-03-26
PRT,3,1,City Hotel,0,0.01065897899809133,2017-03-26
PRT,5,1,City Hotel,0,0.008656358662245017,2017-03-26
TUR,110,0,City Hotel,1,0.5539984496735317,2017-03-26
PRT,3,0,City Hotel,1,0.7613576596355415,2017-03-26
PRT,3,0,City Hotel,1,0.7613576596355415,2017-03-26
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-26
FRA,38,1,Resort Hotel,0,0.003476627184484013,2017-03-26
ITA,123,0,City Hotel,0,0.06873688800420928,2017-03-26
PRT,22,0,Resort Hotel,1,0.5985133536906496,2017-03-26
DEU,162,0,Resort Hotel,0,0.020548712464460304,2017-03-26
PRT,22,0,Resort Hotel,1,0.5985133536906496,2017-03-26
CHE,167,1,Resort Hotel,0,0.0025327357201236577,2017-03-26
ECU,4,0,Resort Hotel,1,0.7187838007397187,2017-03-26
CHE,1,1,Resort Hotel,0,0.01038244043812326,2017-03-26
PRT,39,1,Resort Hotel,0,0.005692483749685758,2017-03-27
USA,0,0,Resort Hotel,0,0.11062530389184616,2017-03-27
USA,0,0,Resort Hotel,0,0.11062530389184616,2017-03-27
PRT,8,0,Resort Hotel,1,0.6100773219243502,2017-03-27
AGO,32,0,Resort Hotel,1,0.8115146283540422,2017-03-27
GBR,73,0,Resort Hotel,0,0.0531771612948068,2017-03-27
GBR,73,1,Resort Hotel,0,0.0022985181720456614,2017-03-27
GBR,18,0,Resort Hotel,0,0.07568013126012148,2017-03-27
PRT,0,1,Resort Hotel,0,0.007123345744162655,2017-03-27
PRT,1,0,Resort Hotel,1,0.7456242794489204,2017-03-27
PRT,1,0,Resort Hotel,1,0.7456242794489204,2017-03-27
PRT,32,0,Resort Hotel,1,0.5854167544985515,2017-03-27
BEL,5,0,City Hotel,0,0.13616342320457073,2017-03-27
IRL,27,0,Resort Hotel,0,0.060367048829450994,2017-03-27
PRT,1,0,Resort Hotel,1,0.7456242794489204,2017-03-27
CN,188,0,Resort Hotel,0,0.004489282617869212,2017-03-27
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-27
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-27
UNK,0,0,Resort Hotel,1,0.5269110836104411,2017-03-27
UNK,1,0,Resort Hotel,1,0.6466688865958573,2017-03-27
PRT,97,0,City Hotel,1,0.6980161011992432,2017-03-27
PRT,1,0,Resort Hotel,1,0.7456242794489204,2017-03-27
GBR,47,0,Resort Hotel,0,0.07466011589811253,2017-03-27
IRL,150,0,Resort Hotel,0,0.016433341671880482,2017-03-27
FRA,42,0,Resort Hotel,0,0.11229088875076389,2017-03-27
FRA,42,0,Resort Hotel,0,0.11229088875076389,2017-03-27
GBR,30,1,Resort Hotel,0,0.003298703648187859,2017-03-27
GBR,25,0,Resort Hotel,0,0.07568013126012148,2017-03-27
DEU,20,0,Resort Hotel,0,0.07464962001204087,2017-03-27
GBR,121,0,Resort Hotel,0,0.025783804375582694,2017-03-27
CHE,40,0,Resort Hotel,0,0.18007384189652403,2017-03-27
USA,0,0,City Hotel,0,0.309826201152574,2017-03-27
PRT,4,0,City Hotel,1,0.7294953430180765,2017-03-27
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-27
PRT,26,0,Resort Hotel,1,0.5985133536906496,2017-03-27
DEU,66,0,City Hotel,0,0.11789814447563053,2017-03-27
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-27
FRA,99,0,City Hotel,0,0.18937229866791463,2017-03-27
CHN,81,0,City Hotel,1,0.5602005811795038,2017-03-27
FRA,99,0,City Hotel,0,0.18937229866791463,2017-03-27
FRA,68,0,City Hotel,0,0.24180963981424305,2017-03-27
FRA,39,0,City Hotel,0,0.27506021935924946,2017-03-27
GBR,35,0,City Hotel,0,0.257105370610523,2017-03-27
DEU,58,0,City Hotel,0,0.13389259009391052,2017-03-27
ITA,106,0,City Hotel,0,0.10217499744376171,2017-03-27
BRA,156,0,City Hotel,0,0.22275075759863588,2017-03-27
CHE,74,0,City Hotel,0,0.2568728083404141,2017-03-27
BRA,156,0,City Hotel,0,0.22275075759863588,2017-03-27
BEL,63,0,City Hotel,0,0.10921146949946627,2017-03-27
GBR,54,0,City Hotel,0,0.2364705639248144,2017-03-27
DEU,147,0,City Hotel,0,0.03919863898531555,2017-03-27
SWE,51,0,City Hotel,0,0.14395388156016942,2017-03-27
FRA,220,0,City Hotel,0,0.10818149645681187,2017-03-27
CHN,56,0,City Hotel,1,0.6544594816896475,2017-03-27
ESP,7,0,City Hotel,0,0.161573744399027,2017-03-27
CHN,56,0,City Hotel,1,0.6544594816896475,2017-03-27
FRA,52,0,City Hotel,0,0.27506021935924946,2017-03-27
GBR,20,0,Resort Hotel,0,0.07568013126012148,2017-03-27
GBR,123,0,City Hotel,0,0.10195031435959266,2017-03-27
FIN,35,0,Resort Hotel,0,0.01908732357389217,2017-03-27
FIN,0,0,Resort Hotel,0,0.03199516481880957,2017-03-27
USA,14,0,City Hotel,0,0.3496645607355627,2017-03-27
ITA,12,0,City Hotel,0,0.24096352041979127,2017-03-27
DEU,238,0,City Hotel,0,0.010658793890194567,2017-03-27
IRL,33,0,Resort Hotel,0,0.060367048829450994,2017-03-27
FRA,97,0,City Hotel,0,0.18937229866791463,2017-03-27
DEU,54,0,City Hotel,0,0.13389259009391052,2017-03-27
DEU,54,0,City Hotel,0,0.13389259009391052,2017-03-27
FRA,7,0,City Hotel,0,0.26489270364197043,2017-03-27
FRA,70,0,City Hotel,0,0.22788247892344035,2017-03-27
ITA,117,0,City Hotel,0,0.13331431587309003,2017-03-27
ITA,74,0,City Hotel,0,0.17583751569025494,2017-03-27
PRT,1,0,Resort Hotel,1,0.7456242794489204,2017-03-28
DEU,1,0,City Hotel,0,0.42562540493648404,2017-03-28
BGR,4,0,City Hotel,0,0.27206997367447316,2017-03-28
PRT,12,0,Resort Hotel,1,0.6100773219243502,2017-03-28
PRT,12,0,Resort Hotel,1,0.6100773219243502,2017-03-28
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-28
GBR,35,0,City Hotel,0,0.257105370610523,2017-03-28
DEU,152,0,City Hotel,0,0.03919863898531555,2017-03-28
PRT,0,0,City Hotel,1,0.7712137568081386,2017-03-28
PRT,0,0,City Hotel,1,0.7712137568081386,2017-03-28
PRT,23,0,Resort Hotel,1,0.5985133536906496,2017-03-28
CN,0,0,Resort Hotel,0,0.03199516481880957,2017-03-28
ITA,118,0,City Hotel,0,0.13331431587309003,2017-03-28
BRA,24,0,Resort Hotel,0,0.3063383401808504,2017-03-28
DEU,66,0,City Hotel,0,0.11789814447563053,2017-03-28
DEU,57,0,City Hotel,0,0.13389259009391052,2017-03-28
SVK,23,0,City Hotel,1,0.7402862130055528,2017-03-28
BEL,97,0,City Hotel,0,0.048406217412917334,2017-03-28
PRT,2,0,City Hotel,1,0.7613576596355415,2017-03-28
PRT,43,0,Resort Hotel,1,0.581851262287124,2017-03-28
GBR,49,0,City Hotel,0,0.2364705639248144,2017-03-28
PRT,0,0,City Hotel,1,0.7712137568081386,2017-03-28
NLD,75,0,City Hotel,0,0.0754608694493127,2017-03-28
FRA,196,0,City Hotel,0,0.0924709429468493,2017-03-28
PRT,42,0,Resort Hotel,1,0.581851262287124,2017-03-28
GBR,32,0,Resort Hotel,0,0.07568013126012148,2017-03-28
FRA,26,0,City Hotel,0,0.2779955930516886,2017-03-28
DEU,58,0,City Hotel,0,0.13389259009391052,2017-03-28
PRT,2,0,City Hotel,1,0.7613576596355415,2017-03-28
GBR,28,0,Resort Hotel,0,0.07568013126012148,2017-03-28
ESP,29,0,Resort Hotel,0,0.08059571331767551,2017-03-28
DNK,2,0,City Hotel,0,0.31714519868984814,2017-03-28
PRT,6,1,Resort Hotel,0,0.0061562449796288,2017-03-28
FRA,7,0,Resort Hotel,0,0.1072499579873095,2017-03-28
PRT,29,0,Resort Hotel,1,0.5985133536906496,2017-03-28
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-28
FRA,69,1,Resort Hotel,0,0.0027064208456128317,2017-03-28
SWE,113,0,Resort Hotel,0,0.02898359599331683,2017-03-28
PRT,0,0,Resort Hotel,1,0.6407749232603864,2017-03-28
PRT,0,1,Resort Hotel,0,0.007123345744162655,2017-03-28
FRA,1,0,Resort Hotel,0,0.1955810387079669,2017-03-28
