country,lead_time,parking_spaces,hotel,y_pred,y_pred_proba,is_canceled,timestamp
FRA,85,0,Resort Hotel,0,0.13756323735811077,0,2016-06-17
FRA,17,0,City Hotel,0,0.2779955930516886,0,2016-06-17
FRA,85,0,Resort Hotel,0,0.13756323735811077,0,2016-06-17
PRT,5,0,City Hotel,1,0.7059967484226786,0,2016-06-17
NLD,55,0,City Hotel,0,0.10822924154242015,0,2016-06-17
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-17
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-17
PRT,39,0,City Hotel,1,0.6810845009031028,0,2016-06-17
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-17
PRT,3,1,Resort Hotel,0,0.00661873799602207,0,2016-06-17
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-17
ESP,4,0,Resort Hotel,0,0.1012016046262144,0,2016-06-17
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-17
AGO,0,0,Resort Hotel,0,0.38853609988121685,0,2016-06-17
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-17
PRT,4,1,City Hotel,0,0.009422369381661092,0,2016-06-17
PRT,1,1,City Hotel,0,0.017716829303227107,0,2016-06-17
GBR,238,1,City Hotel,0,0.002507419070151034,0,2016-06-17
BRA,20,0,City Hotel,0,0.45588322838751566,0,2016-06-17
ESP,8,0,City Hotel,0,0.161573744399027,0,2016-06-17
FRA,1,0,City Hotel,0,0.46404331299736207,0,2016-06-17
DEU,47,0,City Hotel,0,0.13389259009391052,0,2016-06-17
GBR,11,0,City Hotel,0,0.2606740608812867,0,2016-06-17
NLD,23,0,City Hotel,0,0.10965353479884406,0,2016-06-17
ZAF,0,0,City Hotel,1,0.726384382290722,0,2016-06-17
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-17
GBR,134,0,City Hotel,0,0.10195031435959266,0,2016-06-17
GBR,238,1,City Hotel,0,0.002507419070151034,0,2016-06-17
AUT,192,0,City Hotel,0,0.0075347627132327415,0,2016-06-17
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-17
ITA,30,0,City Hotel,0,0.23222910491781568,0,2016-06-17
FRA,144,0,City Hotel,0,0.14665961389155507,0,2016-06-17
GBR,238,1,City Hotel,0,0.002507419070151034,0,2016-06-17
GBR,238,0,City Hotel,0,0.04134429044409885,0,2016-06-17
FRA,1,0,City Hotel,0,0.46404331299736207,0,2016-06-17
GBR,0,0,City Hotel,0,0.3539123994886196,0,2016-06-17
CN,7,0,Resort Hotel,0,0.025671624537785542,0,2016-06-17
CN,7,0,Resort Hotel,0,0.025671624537785542,0,2016-06-17
PRT,1,0,Resort Hotel,1,0.7456242794489204,0,2016-06-17
PRT,2,0,City Hotel,1,0.7613576596355415,0,2016-06-17
ARG,77,1,City Hotel,0,0.008970773943208481,0,2016-06-17
GBR,10,0,Resort Hotel,0,0.07595533543957972,0,2016-06-17
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-17
PRT,38,0,City Hotel,1,0.6810845009031028,0,2016-06-17
PRT,38,0,City Hotel,1,0.6810845009031028,0,2016-06-17
GBR,61,1,Resort Hotel,0,0.002952985315897267,0,2016-06-17
PRT,45,0,City Hotel,1,0.6810845009031028,0,2016-06-17
DEU,27,0,City Hotel,0,0.13560325690239586,0,2016-06-17
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-17
DEU,120,0,City Hotel,0,0.06972936181339276,0,2016-06-17
DEU,120,0,City Hotel,0,0.06972936181339276,0,2016-06-17
POL,50,0,Resort Hotel,0,0.05844444874906904,0,2016-06-17
POL,50,0,Resort Hotel,0,0.05844444874906904,0,2016-06-17
POL,50,0,Resort Hotel,0,0.05844444874906904,0,2016-06-17
DEU,44,0,City Hotel,0,0.13389259009391052,0,2016-06-17
CN,0,1,Resort Hotel,0,0.002603915753087483,0,2016-06-17
SWE,150,1,Resort Hotel,0,0.0012084338157198,0,2016-06-17
GBR,165,0,Resort Hotel,0,0.025174959896433556,0,2016-06-18
PRT,11,0,Resort Hotel,1,0.6100773219243502,0,2016-06-18
GBR,17,0,Resort Hotel,0,0.07568013126012148,0,2016-06-18
GBR,167,0,Resort Hotel,0,0.025174959896433556,0,2016-06-18
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-18
GBR,215,0,Resort Hotel,0,0.029827898162342666,0,2016-06-18
BEL,2,1,Resort Hotel,0,0.004551335181988909,0,2016-06-18
ARG,67,1,Resort Hotel,0,0.003680926628189646,0,2016-06-18
ARG,67,0,Resort Hotel,0,0.191358800390089,0,2016-06-18
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-06-18
PRT,5,0,Resort Hotel,1,0.6100773219243502,0,2016-06-18
PRT,5,0,Resort Hotel,1,0.6100773219243502,0,2016-06-18
FRA,92,1,Resort Hotel,0,0.002087676268428307,0,2016-06-18
DEU,187,1,Resort Hotel,0,0.0011235813989277522,0,2016-06-18
DEU,167,0,Resort Hotel,0,0.017727821655116806,0,2016-06-18
GBR,100,0,Resort Hotel,0,0.03819242643154838,0,2016-06-18
IRL,157,0,Resort Hotel,0,0.016433341671880482,0,2016-06-18
IRL,157,0,Resort Hotel,0,0.016433341671880482,0,2016-06-18
DEU,136,0,Resort Hotel,0,0.018159915790878167,0,2016-06-18
PRT,236,1,Resort Hotel,0,0.001340664499588824,0,2016-06-18
PRT,8,0,City Hotel,1,0.7059967484226786,0,2016-06-18
SVK,13,0,City Hotel,1,0.7402862130055528,0,2016-06-18
PRT,63,0,City Hotel,1,0.6810845009031028,0,2016-06-18
PRT,45,0,City Hotel,1,0.6810845009031028,0,2016-06-18
BRA,38,0,City Hotel,0,0.4388515980072245,0,2016-06-18
BRA,3,0,City Hotel,1,0.510229738892302,0,2016-06-18
AUT,36,0,City Hotel,0,0.04537693205207188,0,2016-06-18
DEU,1,0,City Hotel,0,0.42562540493648404,0,2016-06-18
FRA,77,0,City Hotel,0,0.22788247892344035,0,2016-06-18
PRT,164,0,City Hotel,1,0.6360304992948599,0,2016-06-18
GBR,139,0,City Hotel,0,0.10195031435959266,0,2016-06-18
NLD,212,0,City Hotel,0,0.022106689979889932,0,2016-06-18
PRT,47,0,City Hotel,1,0.6810845009031028,0,2016-06-18
FRA,13,0,City Hotel,0,0.2779955930516886,0,2016-06-18
IRL,34,0,City Hotel,0,0.12668676418418115,0,2016-06-18
USA,243,0,City Hotel,0,0.0418724903767149,0,2016-06-18
NLD,230,0,City Hotel,0,0.022106689979889932,0,2016-06-18
FRA,37,0,City Hotel,0,0.27506021935924946,0,2016-06-18
GBR,119,0,City Hotel,0,0.19132079595476914,0,2016-06-18
ISR,96,1,City Hotel,0,0.0030691900508865813,0,2016-06-18
DEU,9,1,City Hotel,0,0.0074391075250911055,0,2016-06-18
PRT,44,0,City Hotel,1,0.6810845009031028,0,2016-06-18
PRT,7,0,City Hotel,1,0.7059967484226786,0,2016-06-18
GBR,119,0,City Hotel,0,0.19132079595476914,0,2016-06-18
BEL,54,0,City Hotel,0,0.12419337129906698,0,2016-06-18
NOR,14,0,City Hotel,0,0.056511710932399484,0,2016-06-18
PRT,1,0,City Hotel,1,0.8422956635560859,0,2016-06-18
BRA,3,0,City Hotel,1,0.510229738892302,0,2016-06-18
BEL,86,0,City Hotel,0,0.09435003272464157,0,2016-06-18
NLD,125,0,City Hotel,0,0.027461366107507226,0,2016-06-18
FIN,36,0,City Hotel,0,0.04537693205207188,0,2016-06-18
DEU,10,0,City Hotel,0,0.161573744399027,0,2016-06-18
FRA,15,1,City Hotel,0,0.009520010029645861,0,2016-06-18
FRA,47,0,City Hotel,0,0.27506021935924946,0,2016-06-18
BEL,62,0,City Hotel,0,0.10921146949946627,0,2016-06-18
PRT,55,0,City Hotel,1,0.6810845009031028,0,2016-06-18
GBR,37,0,City Hotel,0,0.257105370610523,0,2016-06-18
GBR,15,0,City Hotel,0,0.2599178338323412,0,2016-06-18
GBR,15,0,City Hotel,0,0.2599178338323412,0,2016-06-18
GBR,12,0,City Hotel,0,0.2606740608812867,0,2016-06-18
PRT,12,0,City Hotel,1,0.7059967484226786,0,2016-06-18
FRA,14,0,City Hotel,0,0.2779955930516886,0,2016-06-18
FRA,7,0,City Hotel,0,0.26489270364197043,0,2016-06-18
NLD,76,0,City Hotel,0,0.0754608694493127,0,2016-06-18
DEU,30,0,City Hotel,0,0.13560325690239586,0,2016-06-18
ITA,133,0,City Hotel,0,0.06873688800420928,0,2016-06-18
DEU,30,0,City Hotel,0,0.13560325690239586,0,2016-06-18
NLD,33,0,City Hotel,0,0.10965353479884406,0,2016-06-18
GBR,140,0,City Hotel,0,0.10195031435959266,0,2016-06-18
PRT,41,0,City Hotel,1,0.6810845009031028,0,2016-06-18
GBR,64,1,City Hotel,0,0.011533817453704902,0,2016-06-18
ROU,27,0,City Hotel,0,0.0510937368499167,0,2016-06-18
NLD,53,1,City Hotel,0,0.006165750017741487,0,2016-06-18
DEU,6,0,City Hotel,0,0.161573744399027,0,2016-06-18
USA,243,0,City Hotel,0,0.0418724903767149,0,2016-06-18
PRT,1,0,City Hotel,1,0.8422956635560859,0,2016-06-18
AUT,173,0,City Hotel,0,0.0075347627132327415,0,2016-06-18
GBR,100,0,Resort Hotel,0,0.03819242643154838,0,2016-06-18
GBR,100,0,Resort Hotel,0,0.03819242643154838,0,2016-06-18
ITA,68,0,City Hotel,0,0.18735573682780488,0,2016-06-18
PRT,163,0,Resort Hotel,1,0.5324029945611779,1,2016-06-18
GBR,267,0,Resort Hotel,0,0.014379092661960037,0,2016-06-18
GBR,267,0,Resort Hotel,0,0.014379092661960037,0,2016-06-18
ITA,166,0,City Hotel,0,0.04728938657490366,0,2016-06-18
AUT,173,0,City Hotel,0,0.0075347627132327415,0,2016-06-18
ZAF,37,1,City Hotel,0,0.02862442088335975,0,2016-06-18
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-18
ITA,166,0,City Hotel,0,0.04728938657490366,0,2016-06-18
PRT,119,0,City Hotel,1,0.7625023821703651,0,2016-06-18
ESP,77,0,City Hotel,0,0.09417472160872421,0,2016-06-18
GBR,115,0,City Hotel,0,0.1657813292112621,0,2016-06-18
PRT,5,0,Resort Hotel,1,0.6100773219243502,0,2016-06-19
PRT,5,0,Resort Hotel,1,0.6100773219243502,0,2016-06-19
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-19
CHN,93,0,City Hotel,1,0.5026762602572278,0,2016-06-19
PRT,6,0,City Hotel,1,0.7059967484226786,0,2016-06-19
CHN,93,0,City Hotel,1,0.5026762602572278,0,2016-06-19
PRT,0,1,Resort Hotel,0,0.007123345744162655,0,2016-06-19
ZAF,27,0,City Hotel,1,0.9140763483210982,0,2016-06-19
DEU,0,0,City Hotel,0,0.20950825009107177,0,2016-06-19
PRT,3,1,City Hotel,0,0.01065897899809133,0,2016-06-19
CHN,93,0,City Hotel,1,0.5026762602572278,0,2016-06-19
CHN,93,0,City Hotel,1,0.5026762602572278,0,2016-06-19
PRT,115,0,City Hotel,1,0.7294971501430226,0,2016-06-19
FRA,0,0,City Hotel,0,0.3533589140065247,0,2016-06-19
BEL,19,0,City Hotel,0,0.12579811588380674,0,2016-06-19
PRT,93,0,City Hotel,1,0.6980161011992432,0,2016-06-19
PRT,3,0,Resort Hotel,1,0.6444032368520228,0,2016-06-19
GBR,1,0,City Hotel,1,0.5566941847394825,0,2016-06-19
PRT,3,0,City Hotel,1,0.7613576596355415,0,2016-06-19
DEU,3,0,City Hotel,0,0.20384280937107063,0,2016-06-19
JPN,12,0,City Hotel,0,0.06322059843256018,0,2016-06-19
BEL,0,0,City Hotel,0,0.20910530491522825,0,2016-06-19
ITA,0,0,City Hotel,0,0.34930096086359497,0,2016-06-19
DEU,3,0,City Hotel,0,0.20384280937107063,0,2016-06-19
PRT,4,0,City Hotel,1,0.7294953430180765,0,2016-06-19
FRA,5,0,City Hotel,0,0.26489270364197043,0,2016-06-19
PRT,30,0,City Hotel,1,0.6958593123650985,0,2016-06-19
DEU,62,1,City Hotel,0,0.005372974004419213,0,2016-06-19
FRA,33,0,City Hotel,0,0.2779955930516886,0,2016-06-19
PRT,12,0,City Hotel,1,0.7059967484226786,0,2016-06-19
PRT,3,1,City Hotel,0,0.01065897899809133,0,2016-06-19
ESP,0,0,City Hotel,0,0.2829357079919681,0,2016-06-19
NLD,46,0,City Hotel,0,0.10822924154242015,0,2016-06-19
ARG,32,0,City Hotel,0,0.45161271768182865,0,2016-06-19
FRA,66,0,City Hotel,0,0.27506021935924946,0,2016-06-19
ITA,14,0,City Hotel,0,0.23222910491781568,0,2016-06-19
PRT,31,0,City Hotel,1,0.6842630010681366,0,2016-06-19
ITA,13,0,Resort Hotel,0,0.09429763916213246,0,2016-06-19
CHN,93,0,City Hotel,1,0.5026762602572278,0,2016-06-19
PRT,13,0,Resort Hotel,1,0.5985133536906496,0,2016-06-19
PRT,52,0,City Hotel,1,0.6810845009031028,0,2016-06-19
GBR,142,0,City Hotel,0,0.10195031435959266,0,2016-06-19
DEU,241,1,City Hotel,0,0.0006731938935348673,0,2016-06-19
FRA,38,0,City Hotel,0,0.27506021935924946,0,2016-06-19
PRT,38,0,City Hotel,1,0.6810845009031028,0,2016-06-19
PRT,41,1,City Hotel,0,0.008005776414290523,0,2016-06-19
PRT,53,0,City Hotel,1,0.6810845009031028,0,2016-06-19
GBR,101,0,Resort Hotel,0,0.03819242643154838,0,2016-06-19
ROU,214,0,Resort Hotel,0,0.005957126470781245,0,2016-06-19
ROU,214,0,Resort Hotel,0,0.005957126470781245,0,2016-06-19
DEU,64,0,City Hotel,0,0.11789814447563053,0,2016-06-19
GBR,304,0,Resort Hotel,0,0.023308489909845753,0,2016-06-19
GBR,131,0,Resort Hotel,0,0.025783804375582694,0,2016-06-19
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-06-19
PRT,188,1,Resort Hotel,0,0.004807320525869452,0,2016-06-19
SWE,75,0,City Hotel,0,0.1016015495772618,0,2016-06-19
CHE,63,0,City Hotel,0,0.30766083111555304,0,2016-06-19
CHE,63,0,City Hotel,0,0.30766083111555304,0,2016-06-19
PRT,46,0,City Hotel,1,0.6810845009031028,0,2016-06-19
GBR,15,0,City Hotel,0,0.2599178338323412,0,2016-06-19
NLD,3,0,City Hotel,0,0.1792049777063953,0,2016-06-19
FIN,27,0,City Hotel,0,0.04601677241517309,0,2016-06-19
FIN,92,0,City Hotel,0,0.01676562019625516,0,2016-06-19
NLD,52,0,City Hotel,0,0.10822924154242015,0,2016-06-19
GBR,255,0,Resort Hotel,0,0.014379092661960037,0,2016-06-19
GBR,301,0,Resort Hotel,0,0.023308489909845753,0,2016-06-19
HRV,244,1,Resort Hotel,0,0.0005177961236551755,0,2016-06-19
PRT,271,1,Resort Hotel,0,0.001340664499588824,0,2016-06-19
BEL,167,0,Resort Hotel,0,0.017671351509424556,0,2016-06-19
GBR,306,0,Resort Hotel,0,0.023308489909845753,0,2016-06-19
GBR,304,0,Resort Hotel,0,0.023308489909845753,0,2016-06-19
USA,59,0,City Hotel,0,0.31592330924183554,0,2016-06-19
CHE,4,0,City Hotel,0,0.3594448364784641,0,2016-06-19
PRT,52,0,Resort Hotel,1,0.581851262287124,0,2016-06-19
ITA,13,0,Resort Hotel,0,0.09429763916213246,0,2016-06-19
PRT,18,0,City Hotel,1,0.6958593123650985,0,2016-06-19
BEL,165,0,City Hotel,0,0.021705456271351797,0,2016-06-19
PRT,3,0,City Hotel,1,0.7613576596355415,0,2016-06-19
PRT,5,1,Resort Hotel,0,0.0061562449796288,0,2016-06-19
SWE,13,0,Resort Hotel,0,0.0641251969097471,0,2016-06-19
SWE,13,0,Resort Hotel,0,0.0641251969097471,0,2016-06-19
BEL,165,0,City Hotel,0,0.021705456271351797,0,2016-06-19
PRT,13,1,Resort Hotel,0,0.006007771481601029,0,2016-06-19
ESP,13,0,Resort Hotel,0,0.08059571331767551,0,2016-06-19
PRT,45,0,City Hotel,1,0.6810845009031028,0,2016-06-19
FRA,0,0,City Hotel,0,0.3533589140065247,0,2016-06-19
ESP,37,0,City Hotel,0,0.13389259009391052,0,2016-06-19
IRL,20,0,Resort Hotel,0,0.060367048829450994,0,2016-06-19
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-06-19
ESP,58,1,City Hotel,0,0.006209347216290703,0,2016-06-19
BGR,62,0,City Hotel,0,0.22332664795088467,0,2016-06-19
AUS,57,0,City Hotel,0,0.05969302126539266,0,2016-06-19
NLD,56,0,City Hotel,0,0.10822924154242015,0,2016-06-19
FRA,37,0,City Hotel,0,0.27506021935924946,0,2016-06-19
USA,5,1,Resort Hotel,0,0.004289344649905235,0,2016-06-19
FRA,8,0,City Hotel,0,0.26489270364197043,0,2016-06-19
DNK,13,0,Resort Hotel,0,0.11073776574227841,0,2016-06-19
PRT,18,0,City Hotel,1,0.6958593123650985,0,2016-06-19
FRA,137,0,City Hotel,0,0.13157986062002142,0,2016-06-19
DEU,107,0,City Hotel,0,0.052541715557134015,0,2016-06-19
ITA,54,0,City Hotel,0,0.22962329131655243,0,2016-06-19
HRV,13,0,City Hotel,0,0.24075363145764586,0,2016-06-19
PRT,38,0,City Hotel,1,0.6810845009031028,0,2016-06-19
PRT,224,0,City Hotel,1,0.510725324666734,0,2016-06-19
PRT,7,0,City Hotel,1,0.7059967484226786,0,2016-06-19
PRT,4,0,City Hotel,1,0.7294953430180765,0,2016-06-19
FIN,92,0,City Hotel,0,0.01676562019625516,0,2016-06-19
DEU,54,0,City Hotel,0,0.13389259009391052,0,2016-06-19
USA,146,0,City Hotel,0,0.18024001127028508,0,2016-06-19
PRT,45,0,Resort Hotel,1,0.581851262287124,0,2016-06-19
PRT,63,0,City Hotel,1,0.6810845009031028,0,2016-06-19
PRT,39,0,City Hotel,1,0.6810845009031028,0,2016-06-19
USA,48,1,Resort Hotel,0,0.003965659273982792,0,2016-06-19
USA,48,0,Resort Hotel,0,0.146192319940993,0,2016-06-19
JPN,9,0,City Hotel,0,0.073206481131911,0,2016-06-19
CHE,127,0,City Hotel,0,0.13663072374606772,0,2016-06-19
FRA,28,0,City Hotel,0,0.2779955930516886,0,2016-06-19
PRT,18,0,City Hotel,1,0.6958593123650985,0,2016-06-19
ISR,33,0,City Hotel,0,0.24024589336021443,0,2016-06-19
PRT,12,0,Resort Hotel,1,0.6100773219243502,0,2016-06-19
BEL,45,0,City Hotel,0,0.12419337129906698,1,2016-06-19
DEU,174,0,City Hotel,0,0.02361643549576232,0,2016-06-19
GBR,202,0,City Hotel,0,0.0709287698255948,0,2016-06-19
PRT,0,0,City Hotel,1,0.7712137568081386,1,2016-06-19
BEL,5,0,City Hotel,0,0.13616342320457073,1,2016-06-19
ESP,93,0,City Hotel,0,0.052541715557134015,1,2016-06-19
FRA,40,0,City Hotel,0,0.27506021935924946,0,2016-06-20
GBR,272,0,Resort Hotel,0,0.014379092661960037,0,2016-06-20
GBR,237,0,Resort Hotel,0,0.014379092661960037,0,2016-06-20
GBR,237,0,Resort Hotel,0,0.014379092661960037,0,2016-06-20
IRL,227,0,Resort Hotel,0,0.016823147295991242,0,2016-06-20
GBR,22,1,Resort Hotel,0,0.003298703648187859,0,2016-06-20
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-20
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-20
PRT,35,0,City Hotel,1,0.6810845009031028,0,2016-06-20
GBR,272,0,Resort Hotel,0,0.014379092661960037,0,2016-06-20
PRT,4,1,City Hotel,0,0.009422369381661092,0,2016-06-20
GBR,19,1,City Hotel,0,0.012871161080392136,0,2016-06-20
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-20
GBR,174,0,Resort Hotel,0,0.025174959896433556,0,2016-06-20
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-20
PRT,35,0,City Hotel,1,0.6810845009031028,0,2016-06-20
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-06-20
BEL,37,0,City Hotel,0,0.12419337129906698,0,2016-06-20
ITA,11,0,City Hotel,0,0.24096352041979127,0,2016-06-20
GRC,0,0,City Hotel,0,0.16117478719819575,0,2016-06-20
PRT,7,0,Resort Hotel,1,0.6100773219243502,1,2016-06-20
BRA,42,0,City Hotel,0,0.4388515980072245,0,2016-06-20
GBR,235,0,Resort Hotel,0,0.014379092661960037,0,2016-06-20
PRT,127,0,Resort Hotel,1,0.5009440970575589,1,2016-06-20
USA,48,0,City Hotel,0,0.33416413304146486,0,2016-06-20
FRA,60,0,City Hotel,0,0.27506021935924946,0,2016-06-20
SWE,294,0,Resort Hotel,0,0.013947045579871871,0,2016-06-20
FRA,37,0,City Hotel,0,0.27506021935924946,0,2016-06-20
PRT,5,0,City Hotel,1,0.7059967484226786,0,2016-06-20
SWE,294,0,Resort Hotel,0,0.013947045579871871,0,2016-06-20
FRA,60,0,City Hotel,0,0.27506021935924946,0,2016-06-20
PRT,1,0,Resort Hotel,1,0.7456242794489204,0,2016-06-20
SWE,5,1,Resort Hotel,0,0.0031680213004982565,0,2016-06-20
FRA,60,0,City Hotel,0,0.27506021935924946,0,2016-06-20
PRT,9,0,City Hotel,1,0.7059967484226786,0,2016-06-20
ITA,294,0,Resort Hotel,0,0.01774298188757179,0,2016-06-20
CHN,56,0,City Hotel,1,0.6544594816896475,0,2016-06-20
ESP,294,0,Resort Hotel,0,0.014087987006563617,0,2016-06-20
PRT,65,1,City Hotel,0,0.008005776414290523,0,2016-06-20
CHN,56,0,City Hotel,1,0.6544594816896475,0,2016-06-20
PRT,65,0,City Hotel,1,0.6810845009031028,0,2016-06-20
PRT,1,0,Resort Hotel,1,0.7456242794489204,0,2016-06-20
ESP,47,0,City Hotel,0,0.13389259009391052,0,2016-06-20
FIN,294,0,Resort Hotel,0,0.003179437576311044,0,2016-06-20
PRT,18,0,City Hotel,1,0.6958593123650985,0,2016-06-20
AUT,0,0,City Hotel,0,0.09042635569442425,0,2016-06-20
PRT,39,0,City Hotel,1,0.6810845009031028,0,2016-06-20
GBR,39,0,City Hotel,0,0.257105370610523,0,2016-06-20
DEU,58,1,City Hotel,0,0.006209347216290703,0,2016-06-20
ESP,47,0,City Hotel,0,0.13389259009391052,0,2016-06-20
JPN,10,0,City Hotel,0,0.073206481131911,0,2016-06-20
PRT,69,1,City Hotel,0,0.00623847110987272,0,2016-06-20
ESP,0,0,City Hotel,0,0.2829357079919681,0,2016-06-20
PRT,15,0,City Hotel,1,0.6958593123650985,0,2016-06-20
PRT,7,1,Resort Hotel,0,0.0061562449796288,0,2016-06-20
PRT,22,0,City Hotel,1,0.6958593123650985,0,2016-06-20
PRT,18,0,City Hotel,1,0.6958593123650985,0,2016-06-20
IRL,169,0,Resort Hotel,0,0.014169228808458242,0,2016-06-20
USA,28,0,City Hotel,0,0.3496645607355627,1,2016-06-20
SWE,167,1,Resort Hotel,0,0.0012084338157198,0,2016-06-20
USA,28,0,City Hotel,0,0.3496645607355627,1,2016-06-20
MOZ,35,0,City Hotel,1,0.6405234729368574,1,2016-06-20
MOZ,35,0,City Hotel,1,0.6405234729368574,1,2016-06-20
ITA,294,0,Resort Hotel,0,0.01774298188757179,0,2016-06-20
PRT,294,0,Resort Hotel,0,0.2565119422464943,0,2016-06-20
PRI,7,0,Resort Hotel,0,0.10278306181725848,0,2016-06-20
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-20
IRL,165,0,Resort Hotel,0,0.014169228808458242,0,2016-06-20
RUS,294,0,Resort Hotel,0,0.12192604643339487,0,2016-06-20
RUS,9,1,Resort Hotel,0,0.0036222288693608606,0,2016-06-20
PRT,109,0,City Hotel,1,0.6980161011992432,0,2016-06-20
UNK,5,0,Resort Hotel,0,0.47487860263174553,0,2016-06-20
PRT,7,0,Resort Hotel,1,0.6100773219243502,0,2016-06-20
PRT,1,0,Resort Hotel,1,0.7456242794489204,0,2016-06-20
PRT,192,0,Resort Hotel,0,0.4532357020042472,0,2016-06-20
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-06-20
SWE,165,1,Resort Hotel,0,0.0012084338157198,0,2016-06-20
PRY,55,0,City Hotel,0,0.23808182660999488,0,2016-06-20
PRT,0,0,Resort Hotel,1,0.6407749232603864,0,2016-06-20
PRT,13,0,Resort Hotel,1,0.5985133536906496,0,2016-06-20
PRT,4,1,Resort Hotel,0,0.00624326854610895,0,2016-06-20
CHN,56,0,City Hotel,1,0.6544594816896475,0,2016-06-20
USA,39,0,City Hotel,0,0.33416413304146486,0,2016-06-20
NLD,130,1,Resort Hotel,0,0.0007682443165544024,0,2016-06-20
NZL,85,0,City Hotel,1,0.7189688831969345,0,2016-06-20
PRT,35,0,City Hotel,1,0.6810845009031028,0,2016-06-20
IRL,208,0,Resort Hotel,0,0.016823147295991242,0,2016-06-20
GBR,173,0,Resort Hotel,0,0.025174959896433556,0,2016-06-20
GBR,188,0,Resort Hotel,0,0.025174959896433556,0,2016-06-20
BEL,237,0,Resort Hotel,0,0.007949046049058666,0,2016-06-20
FRA,40,0,City Hotel,0,0.27506021935924946,0,2016-06-20
ISR,99,0,City Hotel,0,0.10632392151671384,1,2016-06-20
PRT,18,0,City Hotel,1,0.6958593123650985,0,2016-06-20
PRT,1,0,City Hotel,1,0.8422956635560859,0,2016-06-20
FIN,41,0,City Hotel,0,0.04537693205207188,0,2016-06-20
BEL,47,0,City Hotel,0,0.12419337129906698,0,2016-06-20
IRL,124,0,Resort Hotel,0,0.014515868339819007,0,2016-06-20
BEL,168,0,Resort Hotel,0,0.017671351509424556,0,2016-06-20
IRL,124,0,Resort Hotel,0,0.014515868339819007,0,2016-06-20
IRL,169,0,Resort Hotel,0,0.014169228808458242,0,2016-06-20
BEL,53,0,City Hotel,0,0.12419337129906698,0,2016-06-20
DEU,161,0,City Hotel,0,0.03919863898531555,0,2016-06-20
NLD,133,0,City Hotel,0,0.027461366107507226,0,2016-06-20
PRT,0,0,City Hotel,1,0.7712137568081386,0,2016-06-20
DNK,294,0,Resort Hotel,0,0.021966225934891538,0,2016-06-20
NOR,188,0,Resort Hotel,0,0.005455565248684258,0,2016-06-20
NLD,133,0,City Hotel,0,0.027461366107507226,0,2016-06-20
ESP,190,0,City Hotel,0,0.02361643549576232,0,2016-06-21
PRT,167,0,Resort Hotel,0,0.4532357020042472,0,2016-06-21
PRT,8,0,City Hotel,1,0.7059967484226786,0,2016-06-21
GBR,175,0,Resort Hotel,0,0.025174959896433556,0,2016-06-21
CN,1,0,City Hotel,0,0.18321477402826855,0,2016-06-21
FRA,9,0,City Hotel,0,0.26489270364197043,0,2016-06-21
DEU,37,1,City Hotel,0,0.006209347216290703,0,2016-06-21
BRA,58,0,City Hotel,0,0.4388515980072245,0,2016-06-21
NLD,15,0,City Hotel,0,0.10965353479884406,0,2016-06-21
NLD,2,0,City Hotel,0,0.1792049777063953,0,2016-06-21
DEU,3,0,City Hotel,0,0.20384280937107063,0,2016-06-21
GBR,128,0,Resort Hotel,0,0.025783804375582694,0,2016-06-21
FRA,161,1,Resort Hotel,0,0.0019217258514832478,0,2016-06-21
ESP,5,0,City Hotel,0,0.161573744399027,0,2016-06-21
ARG,46,0,City Hotel,0,0.44798157519367404,0,2016-06-21
DEU,3,0,City Hotel,0,0.20384280937107063,0,2016-06-21
CHE,44,0,City Hotel,0,0.30766083111555304,0,2016-06-21
GBR,168,0,Resort Hotel,0,0.025174959896433556,0,2016-06-21
POL,247,0,Resort Hotel,0,0.006237668265813935,0,2016-06-21
CHN,59,0,City Hotel,1,0.6208562897247214,0,2016-06-21
PRT,2,0,Resort Hotel,1,0.6444032368520228,1,2016-06-21
POL,253,0,Resort Hotel,0,0.006237668265813935,0,2016-06-21
